Scanner,Session,Copyright,family,Species,Genus,number,Collection,length,photo,scan lot,symbol,group filename,scan date,Month,Year,kV,uA,Filter,Detector,rotation,Voxel size,slices length,Scan Quality,isolated,fish only ,STL,who uploaded,when uploaded,spec. image,Comments,User1,User2,User3,Backup Drive ,oVert Tag#
Bruker Skyscan 1173,Alicia2,,Ammodytidae,Ammodytes personatus,Ammodytes,UW 152354,UW,,,,,,3/29/16,3,2016,60,110,1mm Al,2K,0.3,15.6,,,,,,Alifaire Noreen,8/7/2017,,,,,,,
Bruker Skyscan 1173,Alicia2,,Serranidae,Mirolabrichthys dispar,Mirolabrichthys,UW 10628,UW,,,,,,3/29/16,3,2016,60,110,1mm Al,2K,0.3,11.7,,,,,,Alifaire Noreen,8/9/2017,,,,,,,
Bruker Skyscan 1173,Adam,,Cyprinidae,Hypophthalmichthys molitrix,Hypophthalmichthys,UnCat,,,,,,,3/30/16,3,2016,60,110,1mm Al,2k,,13.85,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser2,,Agonidae,Agonomalus mozinoi,Agonomalus,OSU 6898,OSU,16.18,Y,1,none,TBGroup1,4/4/16,4,2016,60,133,1mm Al,1K,0.2,29.9,541,Low,Yes,,,Alifaire Noreen,7/10/2017,https://drive.google.com/open?id=0B36MKYulwre_Y2QxSFNoTzJyX2s,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Ruscarius meanyi,Ruscarius,OSU 7019,OSU,27.54,Y,1,X,TBGroup1,4/4/16,4,2016,60,133,1mm Al,1K,0.2,29.9,921,High,Yes,,Yes,A. von Hagel,6/18/2017,https://drive.google.com/open?id=0B36MKYulwre_c0dKbWI2X05USVU,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Porocottus allisi,Porocottus,UW 047873,UW,28,Y,1,V,TBGroup1,4/4/16,4,2016,60,133,1mm Al,1K,0.2,29.9,936,High*,Yes,,,A. von Hagel,6/18/2017,https://drive.google.com/open?id=0B36MKYulwre_OHlFYjVrXy13NmM,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus paulus (as C. pygmaeus),Cottus,OSU 8068,OSU,30,Y,1,L,TBGroup1,4/4/16,4,2016,60,133,1mm Al,1K,0.2,29.9,1003,High,Yes,,Yes,Adam,,https://drive.google.com/open?id=0B36MKYulwre_em9ZZmlWS0FSMUU,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelinus pietschi,Icelinus,UW 118595,UW,30,Y,1,W,TBGroup1,4/4/16,4,2016,60,133,1mm Al,1K,0.2,29.9,1003,High,Yes,,,A. von Hagel,6/18/2017,,,,,,,
Bruker Skyscan 1173,TBuser2,,Psychrolutidae,Psychrolutes sigalutes,Psychrolutes,OSU 7078,OSU,34.32,Y,2,*,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,691,Low,Yes,,,Alifaire Noreen,8/9/2017,https://drive.google.com/open?id=0B36MKYulwre_YXlTMWQwQzMyZjg,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Synchirus gilli,Synchirus,OSU 7020,OSU,37,Y,2,J,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,744,Low,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_NVhnSFYyaF9GblU,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Artediellus camchaticus,Artediellus,UW 118012,UW,38,Y,2,banner,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,765,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_RF9VZXpkbzhFVUk,,,,,,
Bruker Skyscan 1173,TBuser2,,Rhamphocottidae,Rhamphocottus richardsonii,Rhamphocottus,UW 016400,UW,40,Y,2,flag,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,805,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_QzFxQ2pZNVMxQTg,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Porocottus camtschaticus,Porocottus,UW 042699,UW,40,Y,2,triangle,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,805,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_Ry1HTmo1ak1meUU,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelus bicornis,Icelus,OSU 11837,OSU,40.01,Y,2,N,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,805,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_TGtJZWktRXQtMTA,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus greenei,Cottus,OSU 6690,OSU,41,Y,2,t,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,825,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_bjY4WGhOMFcySUU,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelinus cavifrons,Icelinus,OSU 8135,OSU,42.8,Y,2,1,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,861,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_a3BVX3VaeWgwUm8,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus ricei,Cottus,UW 003368,UW,43,Y,2,mountain,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,865,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_LUdqWXQ2QkdCSzA,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus gobio,Cottus,OSU 1759,OSU,44.1,Y,2,square,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,887,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_eFBJQU1IaGV0WUE,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelus spatula,Icelus,OSU 11836,OSU,44.16,Y,2,I,TBGroup2,4/4/16,4,2016,60,133,1mm Al,1K,0.2,49.7,889,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_RGJIaUdSRXNYVFU,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Leporinus fasciatus,Leporinus,OSU 18319,OSU,35.9,Y,3,U,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,722,Low,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_NjJLX2haZThlSkk,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Petulanos spiloclistron,Petulanos,AUM 44717,AUM,38.75,Y,3,T,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,780,High,,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_T3ppWmRVV1pmSHc,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Hypomasticus megalepis (as L. megalepis),Hypomasticus,OSU 18497,OSU,40,Y,3,L,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,805,High,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_akNRVE5sY2pubGc,,,,,,
Bruker Skyscan 1173,TBuser2,,Hemitripteridae,Nautichthys oculofasciatus,Nautichthys,OSU 2981,OSU,46.92,Y,3,Y,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,944,High,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_RnBVYkVVSWNnZG8,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Zesticelus profundorum,Zesticelus,UW 046049,UW,50,Y,3,l,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1006,High,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_RUhzZFYwNEx3ZWM,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Phallocottus obtusus,Phallocottus,UAM 47774,,50.33,Y,3,W,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1013,High,,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_cVJtT2FvMUlSYnc,,,,,,
Bruker Skyscan 1173,TBuser2,,Psychrolutidae,Psychrolutes paradoxus,Psychrolutes,OSU 18945,OSU,50.86,Y,3,X,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1023,Low,,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_T2xsYno3LTBoQWs,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Enophrys lucasi,Enophrys,UW 151643,UW,51,Y,3,E,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1026,High,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_enh6QU9ad19mVW8,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus pitensis,Cottus,OSU 6487,OSU,52.34,Y,3,G,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1053,High,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_aTBmc0Jrb0NUQ3c,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Asemichthys taylori,Asemichthys,UW 021737,UW,54,Y,3,R,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1087,High,,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_WmZUZDRKWGc3cUk,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus hangiongensis,Cottus,UW 040199,UW,54,Y,3,Z,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1087,High,Yes,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_Z2xKcGYxQ2tnTFk,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Artediellus pacificus,Artediellus,UW 113608,UW,55,Y,3,P,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1107,High,Yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/open?id=0B36MKYulwre_OU5LYzhVWXdVWWs,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Rastrinus scutiger,Rastrinus,OSU 011046,OSU,55.23,Y,3,C,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1111,High,,,,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_ZVBfVHNldkI3NG8,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Sigmistes smithi,Sigmistes,UAM 47727,,56.14,Y,3,S,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1130,High,Yes,yes,yes,Alifaire Noreen,7/13/2017,https://drive.google.com/open?id=0B36MKYulwre_aGtsdjhibkR3MGM,One pec fin cut off,,,,,
Bruker Skyscan 1173,TBuser2,,Agonidae,Ulcina olrikii,Ulcina,OSU 7159,OSU,51.23,Y,3,V,TBGroup3,4/4/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1031,High,Yes,,,Alifaire Noreen,7/24/2017,https://drive.google.com/open?id=0B36MKYulwre_QmlvMTFCOWdGYnM,,,,,,
Bruker Skyscan 1173,TBuser2,,Hemitripteridae,Blepsias bilobus,Blepsias,OSU 567,OSU,55.32,Y,4,N,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2222,Low,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDUXh1czdSVGdtRzQ/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus perplexus,Cottus,OSU 9251,OSU,56.81,Y,4,Q,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2282,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDWHVCMVVTZ20zQ0k/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Synaptolaemus cingulatus,Synaptolaemus,AUM 54407,AUM,56.85,Y,4,M,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2283,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDRWtsclZUUjBOUHM/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Enophrys bison,Enophrys,OSU 7445,OSU,57,Y,4,B,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2289,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDQTJCZlFaNGpFUE0/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Anostomus anostomus,Anostomus,OSU 18551,OSU,57.42,Y,4,K,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2306,High,,,,Alifaire Noreen,7/13/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDeWR1eFo3SHhpYms/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus extensus,Cottus,OSU 6579,OSU,57.48,Y,4,Y,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2308,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDVG8wSGhReDRHams/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Triglops forficatus,Triglops,OSU 18983,OSU,57.68,Y,4,D,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2316,Low,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDd29YbU5TWEx3eUE/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Psychrolutidae,Malacocottus zonurus,Malacocottus,OSU 8749,OSU,57.85,Y,4,U,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2323,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDbjhJY3RhYktLc0E/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus tenuis,Cottus,OSU 10292,OSU,58.16,Y,4,t,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2336,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDWUVhQ2luY2pJZ1k/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus klamathensis,Cottus,OSU 18295,OSU,58.41,Y,4,C,TBGroup4,4/5/16,4,2016,60,110,1mm Al,1K,0.15,24.9,2346,High,,,,Alifaire Noreen,7/14/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDZFo0UUFFeGU1Snc/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Leporinus ortomaculatus,Leporinus,AUM 35678,AUM,58.51,Y,5,L,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1177,High,yes,,,A. von Hagel,6/29/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDTjAzU2VkdmdOajA/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus carolinae,Cottus,OSU 259,OSU,58.96,Y,5,C,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1186,High,yes,,,Alifaire Noreen,7/15/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDdkFMMTVhdG9jNTA/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Pseudanos trimaculatus,Pseudanos,USNM 280740,,59.03,Y,5,P,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1188,High,yes,,,Alifaire Noreen,7/15/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDSS1hZnNFZmh2eVk/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Scorpaenichthys marmoratus,Scorpaenichthys,OS 3423,,59.36,Y,5,S,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1194,High,yes,,,Alifaire Noreen,7/12/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDYnNrRW80d2lYYXM/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Leptocottus armatus,Leptocottus,OSU 811,OSU,59.95,Y,5,A,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1206,High,Yes,,,Alifaire Noreen,7/15/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDZUlHak8wTGsyamc/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Leporinus taeniatus,Leporinus,UMMZ 216434,,60.01,Y,5,T,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1207,High,Yes,,,Alifaire Noreen,8/9/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDX1J5cGJja1JEdkk/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Leporinus nigrotaeniatus,Leporinus,OSU 18498,OSU,60.34,Y,5,N,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1214,High,yes,,,A. von Hagel,6/29/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDU1dKUVVkNGd5Nkk/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Enophrys taurina,Enophrys,OSU 8139,OSU,61.08,Y,5,E,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1229,High,yes,yes,yes,A. von Hagel,6/18/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDMTZESWcyMENNN2s/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Agonidae,Xeneretmus triacanthus,Xeneretmus,OSU 11586,OSU,60.41,Y,5,X,TBGroup5,4/5/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1215,High,Yes,,,Alifaire Noreen,7/15/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDUUxNeEJ3ejNVRVk/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Artedius harringtoni,Artedius,OSU 4533,OSU,61.39,Y,6,A,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1235,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDbm4xaWxqUjBPS2s/view?usp=sharing,VNHM ID 5630,,,,,
Bruker Skyscan 1173,TBuser2,,Normanichthyidae,Normanichthys crockeri,Normanichthys,OSU 7327,OSU,61.63,Y,6,N,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1240,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDTHIycWVSV1ZWN1E/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Microcottus sellaris,Microcottus,OSU 8697,OSU,61.94,Y,6,M,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1246,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDVk9nQlhUVUVJVW8/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Pseudanos gracilis,Pseudanos,ANSP 137595,,62.12,Y,6,G,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1250,,Yes,,,A. von Hagel,6/29/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDa29STzcybFAxcUU/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelinus quadriseriatus,Icelinus,OSU 8142,OSU,62.85,Y,6,I,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1265,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDMHQ3elJaVFRWQVU/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos,OSU 274,OSU,62.95,Y,6,H,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1267,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDVGl0Y3M5M0lCMmM/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Bolinia euryptera,Bolinia,UW 112012,UW,63,Y,6,B,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1268,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDQmh1X1l0MDc5eWs/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelus spiniger,Icelus,OSU 8761,OSU,63.32,Y,6,Y,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1274,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDM0FXam5nanFZX2M/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Myoxocephalus scorpius,Myoxocephalus,OSU 1840,OSU,63.63,Y,6,Q,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1280,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDMUtRX0FkODlTaW8/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Artediellus gomojunovi,Artediellus,UW 020981,UW,64,Y,6,R,TBGroup6,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1288,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDamEtNTBsY2o2ZUE/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus amblystomopsis,Cottus,UW 02299,UW,64,Y,7,C,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1288,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDQl9GdDJKN0Q3Q1E/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Gymnocanthus tricuspis,Gymnocanthus,OSU 7091,OSU,64.15,Y,7,t,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1291,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDTEl0REJxcXdBUms/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Cottus asper,Cottus,OSU 13876,OSU,64.52,Y,7,A,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1298,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDQmctUTloV0VwVmc/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Artediellus uncinatus,Artediellus,OSU 1773,OSU,64.56,Y,7,U,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1299,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDRWNKRjNsSXFsVzQ/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Psychrolutidae,Eurymen gyrinus,Eurymen,OSU 11466,OSU,64.63,Y,7,E,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1300,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDSFZjODlYaUc1X1E/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Psychrolutidae,Dasycottus setiger,Dasycottus,OSU 7086,OSU,66.99,Y,7,D,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1348,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDMDBvdjc2dGZaVWs/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelinus filamentosus,Icelinus,UW 004863,UW,67,Y,7,F,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1348,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDczlRSURoYUFseVE/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelinus borealis,Icelinus,OSU 11331,OSU,67.38,Y,7,B,TBGroup7,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1356,,Yes,,,A. von Hagel,7/2/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDODFJTXJXUTQwRzQ/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Enophrys diceraus,Enophrys,OSU 015314,OSU,67.27,Y,8,S,TBGroup8,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1354,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDNHdCTm5xZEE4djA/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Gymnocanthus pistilliger,Gymnocanthus,OSU 017260,OSU,67.59,Y,8,G,TBGroup8,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1360,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDdk9BMXFGZWNZbzg/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Jordania zonope,Jordania,OSU 7015,OSU,67.74,Y,8,J,TBGroup8,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1363,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDcG9GVUdEenFFWkU/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Anostomidae,Leporellus vittatus,Leporellus,USNM 261458,,67.91,Y,8,L,TBGroup8,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1366,,Yes,,,A. von Hagel,6/30/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDWmVmMHQxV0dydms/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Hemitripteridae,Nautichthys pribilovius,Nautichthys,OSU 17262,OSU,68.29,Y,8,N,TBGroup8,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1374,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDSFVFdEhpcVk0OE0/view?usp=sharing,,,,,,
Bruker Skyscan 1173,TBuser2,,Cottidae,Icelinus fimbriatus,Icelinus,OSU 5429,OSU,68.38,Y,8,I,TBGroup8,4/6/16,4,2016,60,133,1mm Al,1K,0.15,49.7,1376,,Yes,,,Alifaire Noreen,7/17/2017,https://drive.google.com/file/d/0B3UUs-o-kNCDdmFzbjlVMGtwZFk/view?usp=sharing,,,,,,
